utc,sast,cam,mode,preset,source,logged_blob,md_animal_conf,keep,keep_conf,prediction_common,prediction_class,prediction_score,n_detections,md_bw_blocks,md_bh_blocks,md_cx,md_cy,model_version,path
2026-09-21 00:13:00,2026-09-21 02:13:00,nossob,night,77,frames,268,0.0,0,0.15,blank,,0.978,2,95.9,28.0,0.499,0.259,4.0.3a,frames/nossob/20260921/001300_p77_blob0268_f0.23.jpg
2026-09-21 00:34:58,2026-09-21 02:34:58,nossob,night,14,frames,18,0.0,0,0.15,blank,,0.9678,0,,,,,4.0.3a,frames/nossob/20260921/003458_p14_blob0018_f0.55.jpg
2026-09-21 00:36:17,2026-09-21 02:36:17,nossob,night,77,hits,6,0.055,0,0.15,blank,,0.9967,1,3.8,4.4,0.358,0.317,4.0.3a,hits/nossob/20260921/003617_p77_blob6.jpg
2026-09-21 00:51:53,2026-09-21 02:51:53,nossob,night,11,frames,408,0.0,0,0.15,blank,,0.9934,0,,,,,4.0.3a,frames/nossob/20260921/005153_p11_blob0408_f0.59.jpg
2026-09-21 01:06:07,2026-09-21 03:06:07,nossob,night,11,frames,80,0.0393,0,0.15,blank,,0.9814,3,9.2,2.7,0.861,0.685,4.0.3a,frames/nossob/20260921/010607_p11_blob0080_f0.40.jpg
2026-09-21 01:10:59,2026-09-21 03:10:59,nossob,night,8,hits,6,0.1388,0,0.15,blank,,0.9671,2,3.5,2.9,0.823,0.112,4.0.3a,hits/nossob/20260921/011059_p8_blob6.jpg
2026-09-21 01:13:54,2026-09-21 03:13:54,nossob,night,8,hits,3,0.017,0,0.15,no cv result,no cv result,0.4515,1,2.2,3.5,0.989,0.23,4.0.3a,hits/nossob/20260921/011354_p8_blob3.jpg
2026-09-21 01:32:53,2026-09-21 03:32:53,nossob,night,141,frames,75,0.0859,0,0.15,blank,,0.9998,3,1.8,2.6,0.364,0.368,4.0.3a,frames/nossob/20260921/013253_p141_blob0075_f0.44.jpg
2026-09-21 01:41:18,2026-09-21 03:41:18,nossob,night,15,hits,7,0.7593,1,0.15,canine family,mammalia,0.7211,2,13.2,7.3,0.761,0.1,4.0.3a,hits/nossob/20260921/014118_p15_blob7.jpg
2026-09-21 02:00:01,2026-09-21 04:00:01,nossob,night,17,frames,238,0.0244,0,0.15,blank,,0.9983,4,3.4,6.4,0.177,0.423,4.0.3a,frames/nossob/20260921/020001_p17_blob0238_f0.40.jpg
2026-09-21 02:16:11,2026-09-21 04:16:11,nossob,night,77,frames,3,0.034,0,0.15,blank,,0.999,3,1.8,1.6,0.434,0.28,4.0.3a,frames/nossob/20260921/021611_p77_blob0003_f0.50.jpg
2026-09-21 02:36:51,2026-09-21 04:36:51,nossob,night,9,frames,59,0.022,0,0.15,blank,,0.9969,2,13.4,7.7,0.629,0.393,4.0.3a,frames/nossob/20260921/023651_p9_blob0059_f0.45.jpg
2026-09-21 02:37:15,2026-09-21 04:37:15,nossob,night,11,hits,3,0.0966,0,0.15,blank,,0.9351,8,2.5,1.7,0.52,0.674,4.0.3a,hits/nossob/20260921/023715_p11_blob3.jpg
2026-09-21 02:58:03,2026-09-21 04:58:03,nossob,night,14,frames,35,0.0241,0,0.15,blank,,0.9996,2,2.0,1.7,0.309,0.393,4.0.3a,frames/nossob/20260921/025803_p14_blob0035_f0.44.jpg
2026-09-21 02:58:15,2026-09-21 04:58:15,nossob,night,14,hits,7,0.0,0,0.15,blank,,0.9948,0,,,,,4.0.3a,hits/nossob/20260921/025815_p14_blob7.jpg
2026-09-21 03:01:03,2026-09-21 05:01:03,nossob,night,14,hits,6,0.0,0,0.15,blank,,0.9956,0,,,,,4.0.3a,hits/nossob/20260921/030103_p14_blob6.jpg
2026-09-21 03:09:12,2026-09-21 05:09:12,nossob,night,78,frames,304,0.0,0,0.15,blank,,0.9974,0,,,,,4.0.3a,frames/nossob/20260921/030912_p78_blob0304_f0.62.jpg
2026-09-21 03:29:26,2026-09-21 05:29:26,nossob,night,77,frames,11,0.1622,1,0.15,blank,,0.9991,5,1.9,1.7,0.433,0.279,4.0.3a,frames/nossob/20260921/032926_p77_blob0011_f0.55.jpg
2026-09-21 03:47:01,2026-09-21 05:47:01,nossob,night,15,frames,2,0.0,0,0.15,blank,,0.9349,1,28.9,15.2,0.792,0.316,4.0.3a,frames/nossob/20260921/034701_p15_blob0002_f1.00.jpg
2026-09-21 03:59:59,2026-09-21 05:59:59,nossob,night,14,hits,9,0.0,0,0.15,blank,,0.9961,0,,,,,4.0.3a,hits/nossob/20260921/035959_p14_blob9.jpg
2026-09-21 04:02:04,2026-09-21 06:02:04,nossob,day,9,frames,333,0.0,0,0.3,blank,,0.9985,1,20.7,11.6,0.703,0.361,4.0.3a,frames/nossob/20260921/040204_p9_blob0333_f0.51.jpg
2026-09-21 04:24:57,2026-09-21 06:24:57,nossob,day,326,frames,487,0.1641,0,0.3,blank,,0.9833,7,7.1,4.6,0.406,0.372,4.0.3a,frames/nossob/20260921/042457_p326_blob0487_f0.56.jpg
2026-09-21 04:42:58,2026-09-21 06:42:58,nossob,day,88,hits,45,0.6929,1,0.3,animal,,0.6929,12,2.1,2.3,0.339,0.324,4.0.3a,hits/nossob/20260921/044258_p88_blob45.jpg
2026-09-21 04:50:07,2026-09-21 06:50:07,nossob,day,126,frames,138,0.328,1,0.3,blank,,0.9999,15,2.6,1.4,0.508,0.426,4.0.3a,frames/nossob/20260921/045007_p126_blob0138_f0.22.jpg
2026-09-21 04:58:02,2026-09-21 06:58:02,nossob,day,313,frames,122,0.7648,1,0.3,animal,,0.7648,25,2.6,3.7,0.368,0.244,4.0.3a,frames/nossob/20260921/045802_p313_blob0122_f0.39.jpg
2026-09-21 04:59:14,2026-09-21 06:59:14,nossob,day,90,hits,74,0.5923,1,0.3,animal,,0.5923,5,16.7,5.6,0.665,0.444,4.0.3a,hits/nossob/20260921/045914_p90_blob74.jpg
