utc,sast,cam,mode,preset,source,logged_blob,md_animal_conf,keep,keep_conf,prediction_common,prediction_class,prediction_score,n_detections,md_bw_blocks,md_bh_blocks,md_cx,md_cy,model_version,path
2026-09-23 00:02:23,2026-09-23 02:02:23,satara,night,5,frames,532,0.236,1,0.15,no cv result,no cv result,0.9738,4,96.0,46.6,0.5,0.564,4.0.3a,frames/satara/20260923/000223_p5_blob0532_f0.19.jpg
2026-09-23 00:33:58,2026-09-23 02:33:58,satara,night,2,frames,506,0.0,0,0.15,blank,,0.9923,0,,,,,4.0.3a,frames/satara/20260923/003358_p2_blob0506_f0.40.jpg
2026-09-23 00:55:11,2026-09-23 02:55:11,satara,night,33,frames,229,0.0603,0,0.15,blank,,0.9993,2,1.7,1.5,0.586,0.5,4.0.3a,frames/satara/20260923/005511_p33_blob0229_f0.14.jpg
2026-09-23 01:04:57,2026-09-23 03:04:57,satara,night,30,frames,4,0.0266,0,0.15,blank,,0.9975,1,1.5,1.7,0.556,0.66,4.0.3a,frames/satara/20260923/010457_p30_blob0004_f0.67.jpg
2026-09-23 01:25:52,2026-09-23 03:25:52,satara,night,31,frames,2,0.3403,1,0.15,blank,,0.9989,4,2.5,2.7,0.385,0.663,4.0.3a,frames/satara/20260923/012552_p31_blob0002_f1.00.jpg
2026-09-23 01:39:11,2026-09-23 03:39:11,satara,night,91,frames,433,0.0,0,0.15,blank,,0.9932,0,,,,,4.0.3a,frames/satara/20260923/013911_p91_blob0433_f0.37.jpg
2026-09-23 01:52:07,2026-09-23 03:52:07,satara,night,31,frames,2,0.4648,1,0.15,blank,,0.999,8,2.2,2.7,0.385,0.663,4.0.3a,frames/satara/20260923/015207_p31_blob0002_f0.50.jpg
2026-09-23 02:07:10,2026-09-23 04:07:10,satara,night,42,frames,31,0.0781,0,0.15,blank,,0.9981,1,4.2,2.9,0.561,0.499,4.0.3a,frames/satara/20260923/020710_p42_blob0031_f0.36.jpg
2026-09-23 02:26:11,2026-09-23 04:26:11,satara,night,37,frames,43,0.2967,1,0.15,blank,,0.9972,1,96.0,52.1,0.5,0.516,4.0.3a,frames/satara/20260923/022611_p37_blob0043_f0.39.jpg
2026-09-23 08:06:04,2026-09-23 10:06:04,satara,day,138,hits,91,0.275,0,0.3,no cv result,no cv result,0.9636,2,5.3,2.4,0.361,0.263,4.0.3a,hits/satara/20260923/080604_p138_blob91.jpg
2026-09-23 08:06:53,2026-09-23 10:06:53,satara,day,74,hits,68,0.0228,0,0.3,blank,,0.9998,2,1.9,1.0,0.036,0.344,4.0.3a,hits/satara/20260923/080653_p74_blob68.jpg
2026-09-23 08:10:54,2026-09-23 10:10:54,satara,day,15,hits,429,0.6721,1,0.3,animal,,0.6721,5,4.6,4.1,0.975,0.266,4.0.3a,hits/satara/20260923/081054_p15_blob429.jpg
2026-09-23 08:11:06,2026-09-23 10:11:06,satara,day,15,hits,223,0.1835,0,0.3,blank,,0.9959,2,5.0,3.2,0.162,0.116,4.0.3a,hits/satara/20260923/081106_p15_blob223.jpg
2026-09-23 08:12:07,2026-09-23 10:12:07,satara,day,27,hits,879,0.4757,1,0.3,blank,,0.9971,5,3.3,2.9,0.304,0.581,4.0.3a,hits/satara/20260923/081207_p27_blob879.jpg
2026-09-23 08:14:57,2026-09-23 10:14:57,satara,day,15,frames,3176,0.3271,1,0.3,no cv result,no cv result,0.906,8,3.4,3.0,0.018,0.217,4.0.3a,frames/satara/20260923/081457_p15_blob3176_f0.61.jpg
